Timestamps,Locations,VehicleCounts,AverageSpeeds,CongestionLevels,WeatherConditions,Temperatures,Humidity,AirQualityIndex,TrafficSignalStatus,SignalTimingPlan,RoadType,AccidentCount,RoadSurfaceCondition,Visibility,PedestrianCount,CyclistCount,PublicTransportation,VehicleType,NoiseLevel,RoadCapacity
2023-01-01 10:00:00,Intersection C,185,48.036201615544215,Low,Foggy,28.02730549513756,48.43750932497316,24,Red,Plan B,Urban Street,3,Wet,Moderate,9,8,Yes,Motorcycle,High,710
2023-01-01 10:15:00,Intersection A,113,46.77206054062137,High,Sunny,29.767902049389143,45.02646840882022,28,Green,Plan A,Urban Street,3,Dry,Moderate,19,4,No,Motorcycle,Low,703
2023-01-01 10:30:00,Intersection C,259,50.505549687436115,High,Foggy,28.448506864543237,75.50443185005724,92,Yellow,Plan A,Urban Street,1,Dry,Good,19,5,No,Bus,Moderate,508
2023-01-01 10:45:00,Intersection D,243,41.704437263130885,High,Rainy,19.679021847873038,68.94786715723765,92,Green,Plan A,Rural Road,0,Snowy,Moderate,4,6,Yes,Truck,Low,652
2023-01-01 11:00:00,Intersection D,174,22.110919422074097,Moderate,Rainy,14.45811813666047,58.324413371999974,31,Yellow,Plan A,Highway,1,Wet,Moderate,12,6,Yes,Car,High,902
2023-01-01 11:15:00,Intersection B,112,11.567096338245383,Low,Sunny,17.215917253924545,35.84632704071197,71,Yellow,Plan A,Urban Street,3,Snowy,Good,9,4,Yes,Truck,High,792
2023-01-01 11:30:00,Intersection A,133,17.93804479674516,Moderate,Foggy,23.994373898464787,32.38061788779631,60,Green,Plan B,Urban Street,0,Wet,Good,11,1,Yes,Truck,Moderate,692
2023-01-01 11:45:00,Intersection B,87,24.802804976898653,Low,Rainy,12.78463833415003,32.83014515914135,90,Green,Plan A,Rural Road,2,Wet,Poor,13,3,Yes,Car,High,578
2023-01-01 12:00:00,Intersection C,250,20.44500751625035,High,Foggy,21.12535162589017,66.6044706029488,13,Green,Plan A,Rural Road,1,Snowy,Moderate,4,9,No,Truck,Moderate,739
2023-01-01 12:15:00,Intersection B,54,34.08076567264589,High,Foggy,23.679061937513147,46.48094233519924,6,Green,Plan A,Rural Road,3,Dry,Good,5,0,No,Bus,Low,915
2023-01-01 12:30:00,Intersection A,185,38.873493104405114,High,Sunny,12.049437989964105,78.4774393593143,116,Red,Plan B,Highway,1,Dry,Moderate,3,7,No,Bus,High,851
2023-01-01 12:45:00,Intersection C,257,40.58996353059136,High,Sunny,28.549088530356265,75.19811619627578,7,Green,Plan B,Highway,3,Wet,Good,8,1,Yes,Motorcycle,Low,835
2023-01-01 13:00:00,Intersection A,278,29.792818486623183,High,Rainy,27.12957074770902,57.79484220426138,107,Yellow,Plan B,Highway,4,Dry,Good,17,0,Yes,Truck,Low,957
2023-01-01 13:15:00,Intersection B,157,32.98902198479769,High,Foggy,19.35126970211112,74.60700937765003,10,Green,Plan A,Rural Road,3,Wet,Good,6,9,No,Truck,Low,597
2023-01-01 13:30:00,Intersection B,65,17.690931052543586,High,Sunny,10.044035292662283,41.72564436868209,67,Red,Plan A,Rural Road,1,Dry,Moderate,0,2,Yes,Truck,High,630
2023-01-01 13:45:00,Intersection B,223,21.767266405391,Low,Sunny,23.50636621016632,43.85677827692189,37,Green,Plan A,Rural Road,0,Dry,Good,6,3,No,Car,Moderate,595
2023-01-01 14:00:00,Intersection C,226,29.65110392524632,Moderate,Rainy,26.585376545857333,32.389503264401256,10,Green,Plan B,Rural Road,4,Snowy,Poor,3,3,Yes,Truck,Low,958
2023-01-01 14:15:00,Intersection D,248,23.71554576919209,Moderate,Foggy,26.886032166585135,60.59823588729674,48,Yellow,Plan A,Urban Street,1,Wet,Moderate,18,5,No,Car,Low,962
2023-01-01 14:30:00,Intersection D,182,49.775037891859405,Moderate,Foggy,13.98315998235,69.7887108081087,57,Green,Plan A,Urban Street,0,Wet,Moderate,10,1,No,Bus,High,522
2023-01-01 14:45:00,Intersection C,105,11.824499990667238,Moderate,Rainy,11.89902022892554,46.56172548133125,5,Yellow,Plan B,Urban Street,3,Wet,Good,19,1,No,Truck,Moderate,971
2023-01-01 15:00:00,Intersection A,285,35.25014372700591,Low,Foggy,26.955759850304993,50.65803967202717,104,Green,Plan A,Highway,0,Wet,Good,14,9,Yes,Truck,Low,849
2023-01-01 15:15:00,Intersection B,101,46.19360705298147,Low,Sunny,12.213182881900336,35.257182484882655,93,Red,Plan A,Rural Road,1,Snowy,Good,13,7,No,Truck,Low,930
2023-01-01 15:30:00,Intersection B,183,54.090423143783525,Low,Sunny,23.1050365930437,72.66601641453988,12,Yellow,Plan B,Rural Road,1,Dry,Poor,16,2,Yes,Motorcycle,Low,679
2023-01-01 15:45:00,Intersection C,267,23.95164731306643,High,Foggy,20.99961542026474,54.02854044937783,103,Red,Plan B,Urban Street,4,Dry,Good,4,8,Yes,Bus,High,792
2023-01-01 16:00:00,Intersection C,178,10.39652571159936,High,Sunny,22.306060708009483,43.049516512452385,66,Green,Plan B,Rural Road,3,Dry,Moderate,9,8,Yes,Motorcycle,Low,584
2023-01-01 16:15:00,Intersection C,196,56.87045342265731,Moderate,Foggy,15.410544526743507,64.28987272640387,2,Red,Plan B,Rural Road,1,Snowy,Good,15,7,Yes,Bus,High,714
2023-01-01 16:30:00,Intersection B,283,29.509390849623955,High,Sunny,13.960715222440896,44.550333964607226,88,Yellow,Plan B,Urban Street,1,Snowy,Good,8,7,Yes,Truck,Moderate,590
2023-01-01 16:45:00,Intersection C,93,15.70720611454842,High,Rainy,19.677802598179888,79.32360596683645,76,Yellow,Plan A,Urban Street,4,Wet,Moderate,19,3,No,Car,High,726
2023-01-01 17:00:00,Intersection C,56,30.03510295089757,Low,Foggy,28.700940383926024,44.91686818666071,96,Green,Plan B,Rural Road,0,Wet,Poor,1,6,Yes,Car,High,837
2023-01-01 17:15:00,Intersection D,125,55.73626135460319,Moderate,Sunny,26.616448983934564,55.44768444839478,31,Red,Plan B,Highway,3,Wet,Poor,12,8,Yes,Bus,Moderate,665
2023-01-01 17:30:00,Intersection C,291,58.56491027320165,Low,Sunny,14.47626532388184,59.86846804448153,109,Yellow,Plan B,Rural Road,4,Snowy,Moderate,10,9,Yes,Car,Moderate,584
2023-01-01 17:45:00,Intersection B,260,28.772057953660614,Low,Foggy,23.380188996689107,50.992101161644015,94,Yellow,Plan A,Highway,1,Snowy,Good,11,6,Yes,Truck,Moderate,708
2023-01-01 18:00:00,Intersection A,124,55.73805276606092,Moderate,Foggy,15.247936305691274,37.76588631395296,3,Yellow,Plan B,Highway,2,Snowy,Good,13,8,Yes,Motorcycle,Moderate,838
2023-01-01 18:15:00,Intersection B,208,27.307462077590678,Low,Sunny,23.26256488607504,31.74723006953875,35,Red,Plan A,Highway,1,Snowy,Good,19,1,No,Truck,Low,717
2023-01-01 18:30:00,Intersection A,137,40.76494576918702,High,Foggy,10.246670703145664,32.92235843233051,79,Yellow,Plan A,Highway,1,Dry,Good,14,9,No,Truck,Low,788
2023-01-01 18:45:00,Intersection C,143,48.82419058685811,Low,Foggy,12.105771439534719,76.37378531580615,46,Yellow,Plan A,Highway,3,Dry,Moderate,19,7,No,Car,High,845
2023-01-01 19:00:00,Intersection D,65,46.4956126929822,Low,Foggy,23.370921813791774,73.69120331064104,85,Red,Plan A,Urban Street,3,Snowy,Moderate,0,6,Yes,Motorcycle,Moderate,818
2023-01-01 19:15:00,Intersection C,212,28.182660065407237,Moderate,Foggy,16.878850519096343,66.89869005152674,69,Red,Plan B,Highway,2,Snowy,Moderate,4,1,No,Motorcycle,High,781
2023-01-01 19:30:00,Intersection B,279,35.40873679576464,Moderate,Sunny,14.307654736094946,78.36603250451734,70,Yellow,Plan B,Rural Road,3,Dry,Moderate,17,9,No,Bus,High,757
2023-01-01 19:45:00,Intersection B,70,58.52813385517607,High,Rainy,28.10324548632941,40.487871984977204,67,Green,Plan B,Rural Road,0,Dry,Poor,6,7,No,Motorcycle,Low,963
2023-01-01 20:00:00,Intersection B,287,15.346328772655578,High,Rainy,13.455666443099554,68.68034510916021,14,Yellow,Plan B,Highway,1,Snowy,Moderate,16,8,Yes,Car,High,554
2023-01-01 20:15:00,Intersection A,198,23.497920085934783,High,Foggy,27.450699012839436,32.00421004685406,113,Red,Plan A,Rural Road,4,Wet,Good,8,2,Yes,Motorcycle,Low,516
2023-01-01 20:30:00,Intersection B,69,52.43302532378168,High,Rainy,24.38047619671991,49.73852895447922,35,Yellow,Plan A,Highway,3,Wet,Moderate,1,6,No,Bus,High,721
2023-01-01 20:45:00,Intersection D,121,13.72726145620949,Moderate,Sunny,16.033229169237078,35.60689597684973,76,Yellow,Plan A,Rural Road,0,Wet,Moderate,1,3,Yes,Car,Low,753
2023-01-01 21:00:00,Intersection D,179,16.886294929492525,Low,Foggy,15.828392721564892,63.32494119639293,102,Red,Plan B,Urban Street,0,Wet,Good,0,3,No,Truck,Low,715
2023-01-01 21:15:00,Intersection D,150,49.200820317301805,Low,Rainy,23.36833100772342,72.50519462378885,0,Yellow,Plan B,Urban Street,4,Wet,Moderate,19,1,Yes,Bus,High,601
2023-01-01 21:30:00,Intersection C,93,57.03456785285059,Moderate,Foggy,15.54621344233962,58.93774005143869,95,Green,Plan B,Rural Road,4,Dry,Poor,16,7,No,Truck,Low,537
2023-01-01 21:45:00,Intersection B,284,57.61516302249855,Low,Rainy,17.059971297877773,42.9372620850956,12,Red,Plan A,Highway,4,Snowy,Moderate,2,8,Yes,Motorcycle,High,510
2023-01-01 22:00:00,Intersection C,298,41.12106937722108,High,Foggy,27.00009494479598,61.104786348866384,41,Yellow,Plan B,Urban Street,1,Snowy,Good,10,7,Yes,Car,Moderate,791
2023-01-01 22:15:00,Intersection D,248,53.9652587406588,High,Foggy,28.35012813687457,76.86704312817977,93,Red,Plan A,Rural Road,4,Snowy,Good,3,7,No,Truck,High,621
2023-01-01 22:30:00,Intersection A,299,17.41112034934774,Low,Sunny,26.085376597149693,40.215014214976335,67,Green,Plan B,Highway,3,Snowy,Moderate,6,0,No,Motorcycle,High,893
2023-01-01 22:45:00,Intersection C,116,46.954143132362866,Low,Sunny,15.66157805856668,56.24685585351984,16,Red,Plan A,Highway,1,Wet,Poor,11,7,No,Truck,Moderate,616
2023-01-01 23:00:00,Intersection C,142,15.258010633971965,High,Foggy,15.319857698807677,56.086504774009796,56,Green,Plan B,Urban Street,2,Wet,Good,0,0,Yes,Motorcycle,High,724
2023-01-01 23:15:00,Intersection A,129,38.657847061148956,Low,Rainy,19.787784222562692,46.460325648979,81,Yellow,Plan B,Highway,0,Wet,Poor,0,9,No,Bus,High,781
2023-01-01 23:30:00,Intersection D,187,16.786630193533178,Moderate,Sunny,24.402345344008438,35.21348363270977,86,Red,Plan B,Urban Street,2,Wet,Poor,7,4,No,Car,Low,829
2023-01-01 23:45:00,Intersection C,158,33.411125672989286,High,Rainy,15.535857333045225,35.612824750171626,57,Yellow,Plan B,Rural Road,1,Snowy,Good,13,8,Yes,Car,Moderate,674
2023-01-02 00:00:00,Intersection A,82,13.055053448673362,Moderate,Rainy,27.563062187753435,39.91929494339706,100,Green,Plan A,Urban Street,0,Snowy,Good,3,5,Yes,Truck,High,591
2023-01-02 00:15:00,Intersection B,95,30.853162190117963,Low,Rainy,10.889048566585753,45.75868301435236,70,Red,Plan A,Rural Road,2,Wet,Poor,5,1,No,Bus,High,564
2023-01-02 00:30:00,Intersection A,232,37.23516754869071,Moderate,Rainy,17.29601086040631,48.254994197988545,50,Green,Plan B,Rural Road,1,Snowy,Moderate,19,3,No,Car,Low,602
2023-01-02 00:45:00,Intersection A,129,56.71092667406832,Low,Rainy,27.337846115677184,45.39664609656931,89,Yellow,Plan B,Highway,4,Snowy,Poor,13,2,No,Motorcycle,High,716
2023-01-02 01:00:00,Intersection A,204,22.7355164200729,High,Foggy,26.468991393588325,68.31807196670593,66,Red,Plan B,Highway,1,Dry,Moderate,8,6,No,Car,Moderate,838
2023-01-02 01:15:00,Intersection B,258,19.853458727940822,High,Foggy,20.786830175314623,61.046480716724915,21,Red,Plan A,Highway,2,Snowy,Poor,10,3,Yes,Bus,High,651
2023-01-02 01:30:00,Intersection D,299,12.632332492387523,Moderate,Foggy,20.205968829013234,33.17643534401048,80,Red,Plan B,Rural Road,1,Snowy,Moderate,1,7,Yes,Car,Moderate,788
2023-01-02 01:45:00,Intersection D,102,49.751851490141895,Low,Sunny,22.95783201675995,61.48385127195371,94,Red,Plan A,Highway,0,Dry,Moderate,0,5,Yes,Truck,Low,586
2023-01-02 02:00:00,Intersection B,104,52.3439068960454,Moderate,Foggy,12.115308751099867,49.23766770229531,19,Green,Plan A,Rural Road,4,Dry,Moderate,17,0,Yes,Car,High,769
2023-01-02 02:15:00,Intersection C,55,28.487139275598064,Low,Rainy,23.36878996526877,45.54215730091015,115,Green,Plan A,Highway,4,Wet,Moderate,18,0,No,Truck,Moderate,842
2023-01-02 02:30:00,Intersection C,170,50.447447115226836,Moderate,Sunny,10.127406147584674,38.39266718247117,34,Red,Plan A,Rural Road,2,Dry,Poor,1,4,Yes,Car,Low,986
2023-01-02 02:45:00,Intersection C,235,29.83007527455371,Low,Foggy,10.989999597425083,36.06624602768099,6,Green,Plan A,Urban Street,3,Snowy,Poor,11,8,No,Motorcycle,Moderate,741
2023-01-02 03:00:00,Intersection C,68,24.210073533622065,Low,Rainy,14.964157372195146,79.23884915929722,88,Green,Plan A,Urban Street,2,Wet,Poor,11,1,No,Truck,Low,603
2023-01-02 03:15:00,Intersection B,236,22.780998408203487,Moderate,Sunny,19.923738114947728,30.951966623505268,69,Red,Plan B,Rural Road,3,Snowy,Moderate,14,8,No,Motorcycle,Moderate,594
2023-01-02 03:30:00,Intersection A,103,16.447442042636514,High,Rainy,26.549981263418328,67.94957771094539,86,Green,Plan A,Highway,3,Snowy,Poor,4,1,Yes,Motorcycle,High,546
2023-01-02 03:45:00,Intersection A,97,16.903615873917385,Low,Foggy,26.270626455788733,47.13360271983248,50,Yellow,Plan A,Urban Street,2,Snowy,Moderate,2,2,Yes,Car,High,772
2023-01-02 04:00:00,Intersection B,58,47.74764242600846,Low,Sunny,13.2547661432559,75.21146050690885,41,Red,Plan A,Rural Road,3,Wet,Moderate,0,4,No,Bus,High,977
2023-01-02 04:15:00,Intersection A,226,48.69156142606804,Low,Foggy,24.382579357121084,55.17563388187344,114,Green,Plan A,Rural Road,2,Wet,Poor,4,4,Yes,Car,High,732
2023-01-02 04:30:00,Intersection D,219,42.27481311212031,High,Rainy,11.616584065736514,67.13105939418752,44,Red,Plan A,Highway,0,Snowy,Poor,13,5,No,Motorcycle,Low,794
2023-01-02 04:45:00,Intersection A,277,27.615230181324666,Low,Rainy,15.541590715037042,30.61917026238581,8,Yellow,Plan B,Rural Road,2,Dry,Moderate,6,2,Yes,Truck,Moderate,946
2023-01-02 05:00:00,Intersection C,181,40.528795393447766,Moderate,Sunny,15.867184497042741,44.367716422871524,43,Red,Plan A,Highway,0,Wet,Good,6,0,No,Motorcycle,High,816
2023-01-02 05:15:00,Intersection C,138,21.93524371515913,Low,Rainy,29.84772116924446,41.12665034372246,4,Yellow,Plan A,Highway,2,Snowy,Moderate,4,1,Yes,Truck,Low,815
2023-01-02 05:30:00,Intersection B,222,54.59600832958927,Low,Foggy,16.859497039618155,64.62923274896546,88,Red,Plan A,Highway,3,Dry,Poor,16,7,No,Truck,Moderate,990
2023-01-02 05:45:00,Intersection B,114,39.29122506546292,Low,Foggy,11.665265543369136,38.16048154028128,37,Yellow,Plan A,Rural Road,1,Snowy,Good,7,8,No,Car,High,603
